Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
CO4 9QX,Yes,51.919455,0.923999,601176,228587,TM011285,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9QY,Yes,51.918937,0.927849,601443,228540,TM014285,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9QZ,Yes,51.912146,0.919422,600894,227762,TM008277,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9RA,Yes,51.922428,0.921137,600966,228910,TM009289,Highwoods,"Colchester, unparished area",2006-05-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9RB,Yes,51.912441,0.924894,601269,227810,TM012278,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9RD,Yes,51.910962,0.925060,601287,227646,TM012276,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9RE,Yes,51.911185,0.925889,601343,227673,TM013276,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9RF,Yes,51.911427,0.926995,601418,227703,TM014277,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9RG,Yes,51.913035,0.921632,601042,227867,TM010278,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RH,Yes,51.912729,0.924549,601244,227841,TM012278,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9RJ,Yes,51.911752,0.920065,600940,227720,TM009277,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RL,Yes,51.914055,0.922934,601127,227984,TM011279,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RN,Yes,51.911541,0.922044,601077,227702,TM010277,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RP,Yes,51.912482,0.921814,601057,227806,TM010278,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RQ,Yes,51.905850,0.917603,600797,227057,TM007270,Highwoods,"Colchester, unparished area",2002-06-01,,39,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9RR,Yes,51.913658,0.925148,601281,227946,TM012279,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9RS,Yes,51.910761,0.924465,601247,227622,TM012276,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9RT,Yes,51.910878,0.923731,601196,227633,TM011276,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9RU,Yes,51.913222,0.923520,601171,227893,TM011278,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RW,Yes,51.911487,0.921313,601027,227694,TM010276,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9RX,Yes,51.906929,0.917993,600819,227178,TM008271,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9RY,Yes,51.906166,0.918278,600842,227094,TM008270,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9RZ,Yes,51.912215,0.925316,601299,227786,TM012277,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9SB,Yes,51.910724,0.917628,600777,227599,TM007275,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9SD,Yes,51.905854,0.920002,600962,227064,TM009270,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9SE,Yes,51.906810,0.916633,600726,227161,TM007271,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9SF,Yes,51.906640,0.915488,600648,227139,TM006271,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9SG,Yes,51.912681,0.917770,600778,227817,TM007278,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SH,Yes,51.912804,0.916454,600687,227827,TM006278,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SJ,Yes,51.912888,0.917405,600752,227839,TM007278,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SL,Yes,51.911836,0.915214,600606,227716,TM006277,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9SN,Yes,51.911028,0.917706,600781,227633,TM007276,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9SP,Yes,51.907984,0.914993,600608,227287,TM006272,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9SQ,Yes,51.912559,0.915464,600620,227797,TM006277,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SR,Yes,51.911087,0.918233,600817,227641,TM008276,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9SS,Yes,51.912966,0.913556,600487,227837,TM004278,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9ST,Yes,51.911560,0.912564,600425,227678,TM004276,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SU,Yes,51.913188,0.913294,600468,227861,TM004278,Highwoods,"Colchester, unparished area",2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SW,Yes,51.909908,0.917183,600750,227507,TM007275,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9SX,Yes,51.911922,0.913590,600494,227721,TM004277,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SY,Yes,51.912195,0.914524,600557,227754,TM005277,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9SZ,Yes,51.913110,0.919717,600910,227870,TM009278,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TA,No,51.919481,0.924625,601219,228592,TM012285,Highwoods,"Colchester, unparished area",2003-04-01,2004-09-01,45,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9TB,Yes,51.919772,0.925343,601267,228626,TM012286,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9TE,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2003-02-01,2006-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9TG,Yes,51.920563,0.925744,601291,228715,TM012287,Highwoods,"Colchester, unparished area",2016-12-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9TH,Yes,51.908434,0.918221,600828,227346,TM008273,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9TJ,Yes,51.911652,0.917587,600770,227702,TM007277,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9TL,Yes,51.912837,0.911861,600371,227818,TM003278,Highwoods,"Colchester, unparished area",2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TN,Yes,51.906214,0.922512,601133,227111,TM011271,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9TP,Yes,51.912399,0.911367,600339,227768,TM003277,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TQ,Yes,51.919163,0.925958,601312,228560,TM013285,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9TR,Yes,51.914699,0.915472,600611,228035,TM006280,Highwoods,"Colchester, unparished area",2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TS,Yes,51.914609,0.916935,600712,228029,TM007280,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TT,Yes,51.915072,0.914943,600573,228075,TM005280,Highwoods,"Colchester, unparished area",2002-06-01,,49,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TU,Yes,51.913930,0.915669,600628,227950,TM006279,Highwoods,"Colchester, unparished area",2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9TW,Yes,51.906818,0.920298,600978,227172,TM009271,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9TX,Yes,51.912442,0.927396,601441,227817,TM014278,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9TY,Yes,51.911995,0.927294,601436,227767,TM014277,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9TZ,Yes,51.921376,0.929446,601542,228816,TM015288,Highwoods,"Colchester, unparished area",2002-06-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9UA,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2003-02-01,2007-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9UB,No,51.913146,0.915720,600635,227863,TM006278,Highwoods,"Colchester, unparished area",2003-01-01,2004-04-01,48,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9UE,Yes,51.913148,0.915633,600629,227863,TM006278,Highwoods,"Colchester, unparished area",2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9UF,Yes,51.913436,0.917077,600727,227899,TM007278,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9UG,Yes,51.914290,0.915649,600625,227990,TM006279,Highwoods,"Colchester, unparished area",2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9UH,Yes,51.906154,0.915878,600677,227086,TM006270,Highwoods,"Colchester, unparished area",2002-06-01,,39,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9UJ,Yes,51.906938,0.914358,600569,227169,TM005271,Highwoods,"Colchester, unparished area",2002-06-01,,40,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9UL,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2003-01-01,2008-06-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9UN,Yes,51.910257,0.912537,600429,227533,TM004275,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9UP,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2003-11-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9UQ,Yes,51.913901,0.917543,600757,227952,TM007279,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9UR,Yes,51.908764,0.913619,600510,227370,TM005273,Highwoods,"Colchester, unparished area",2002-06-01,,39,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9UT,No,51.908764,0.913619,600510,227370,TM005273,Highwoods,"Colchester, unparished area",2002-10-01,2004-02-01,39,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9UW,Yes,51.909754,0.913232,600479,227479,TM004274,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9UX,Yes,51.913917,0.920904,600988,227963,TM009279,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9UY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2004-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WA,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WB,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2004-06-01,2005-07-01,7,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WD,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WE,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-09-01,2008-10-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WF,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-08-01,2008-09-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WG,Yes,51.913039,0.927624,601454,227884,TM014278,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9WH,Yes,51.920939,0.915905,600613,228730,TM006287,Highwoods,Myland,2002-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9WJ,Yes,51.920494,0.916080,600627,228681,TM006286,Highwoods,Myland,2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9WL,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2001-12-01,2002-04-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WN,Yes,51.921674,0.924100,601173,228834,TM011288,Highwoods,"Colchester, unparished area",2002-06-01,,49,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9WQ,Yes,51.920531,0.914934,600548,228682,TM005286,Highwoods,Myland,2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9WR,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2008-06-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WS,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WT,Yes,51.920118,0.916725,600673,228641,TM006286,Highwoods,Myland,2002-05-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9WU,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WW,Yes,51.920079,0.917581,600732,228639,TM007286,Highwoods,Myland,2002-09-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9WX,Yes,51.916628,0.921080,600988,228265,TM009282,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9WY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-08-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9WZ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-09-01,2012-09-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XA,Yes,51.920326,0.913393,600443,228655,TM004286,Highwoods,Myland,2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9XB,No,51.922030,0.928805,601495,228887,TM014288,Highwoods,"Colchester, unparished area",2002-06-01,2005-08-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9XD,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XE,Yes,51.916325,0.923518,601157,228238,TM011282,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9XF,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-07-01,2006-02-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XG,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XH,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2016-02-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XJ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-04-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XL,No,51.902492,0.918490,600873,226686,TM008266,Highwoods,"Colchester, unparished area",2002-06-01,2003-09-01,26,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9XN,Yes,51.915411,0.920841,600977,228129,TM009281,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9XP,Yes,51.918752,0.923343,601134,228507,TM011285,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9XQ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XR,Yes,51.910757,0.915216,600611,227596,TM006275,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9XS,Yes,51.913735,0.918434,600819,227936,TM008279,Highwoods,"Colchester, unparished area",2002-06-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 9XT,Yes,51.914645,0.920544,600960,228043,TM009280,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 9XU,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-11-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XW,No,51.918929,0.923687,601157,228528,TM011285,Highwoods,"Colchester, unparished area",2002-06-01,2016-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9XX,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2001-12-01,2002-01-01,7,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9XZ,Yes,51.919741,0.914519,600523,228593,TM005285,Highwoods,Myland,2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9YA,Yes,51.921515,0.927580,601413,228826,TM014288,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9YB,Yes,51.909301,0.915922,600666,227436,TM006274,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9YD,Yes,51.909966,0.916270,600687,227511,TM006275,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9YE,Yes,51.909181,0.917106,600748,227426,TM007274,Highwoods,"Colchester, unparished area",2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9YF,Yes,51.908483,0.916625,600718,227347,TM007273,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 9YG,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2002-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
